	Name	Mana Cost	CMC	Colors	Type	Rarity	Set	Text	Power	Toughness	Loyalty	Brussels	Nagoya	Phoenix	Total
1155	Mayhem Devil	{1}{B}{R}	3.0	['Black', 'Red']	Creature — Devil	Uncommon	WAR	Whenever a player sacrifices a permanent, Mayhem Devil deals 1 damage to any target.	3	3	Not a Planeswalker	8	4	0	12
1156	Narset, Parter of Veils	{1}{U}{U}	3.0	['Blue']	Legendary Planeswalker — Narset	Uncommon	WAR	"Each opponent can't draw more than one card each turn.
[−2]: Look at the top four cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in a random order."	Not a Creature	Not a Creature	5	28	14	28	70
1157	Narset, Parter of Veils	{1}{U}{U}	3.0	['Blue']	Legendary Planeswalker — Narset	Uncommon	WAR	"Each opponent can't draw more than one card each turn.
[−2]: Look at the top four cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in a random order."	Not a Creature	Not a Creature	5	28	14	28	70
1158	Nissa, Who Shakes the World	{3}{G}{G}	5.0	['Green']	Legendary Planeswalker — Nissa	Rare	WAR	"Whenever you tap a Forest for mana, add an additional {G}.
[+1]: Put three +1/+1 counters on up to one target noncreature land you control. Untap it. It becomes a 0/0 Elemental creature with vigilance and haste that's still a land.
[−8]: You get an emblem with ""Lands you control have indestructible."" Search your library for any number of Forest cards, put them onto the battlefield tapped, then shuffle your library."	Not a Creature	Not a Creature	5	40	2	67	109
1159	Nissa, Who Shakes the World	{3}{G}{G}	5.0	['Green']	Legendary Planeswalker — Nissa	Rare	WAR	"Whenever you tap a Forest for mana, add an additional {G}.
[+1]: Put three +1/+1 counters on up to one target noncreature land you control. Untap it. It becomes a 0/0 Elemental creature with vigilance and haste that's still a land.
[−8]: You get an emblem with ""Lands you control have indestructible."" Search your library for any number of Forest cards, put them onto the battlefield tapped, then shuffle your library."	Not a Creature	Not a Creature	5	40	2	67	109
1160	Niv-Mizzet Reborn	{W}{U}{B}{R}{G}	5.0	['Black', 'Green', 'Red', 'Blue', 'White']	Legendary Creature — Dragon Avatar	Mythic	WAR	"Flying
When Niv-Mizzet Reborn enters the battlefield, reveal the top ten cards of your library. For each color pair, choose a card that's exactly those colors from among them. Put the chosen cards into your hand and the rest on the bottom of your library in a random order."	6	6	Not a Planeswalker	124	69	31	224
1161	Oath of Kaya	{1}{W}{B}	3.0	['Black', 'White']	Legendary Enchantment	Rare	WAR	"When Oath of Kaya enters the battlefield, it deals 3 damage to any target and you gain 3 life.
Whenever an opponent attacks a planeswalker you control with one or more creatures, Oath of Kaya deals 2 damage to that player and you gain 2 life."	Not a Creature	Not a Creature	Not a Planeswalker	23	19	10	52
1162	Ob Nixilis's Cruelty	{2}{B}	3.0	['Black']	Instant	Common	WAR	Target creature gets -5/-5 until end of turn. If that creature would die this turn, exile it instead.	Not a Creature	Not a Creature	Not a Planeswalker	0	1	0	1
1163	Paradise Druid	{1}{G}	2.0	['Green']	Creature — Elf Druid	Uncommon	WAR	"Paradise Druid has hexproof as long as it's untapped.(It can't be the target of spells or abilities your opponents control.)
{T}: Add one mana of any color."	2	1	Not a Planeswalker	83	47	3	133
1164	Ral, Storm Conduit	{2}{U}{R}	4.0	['Red', 'Blue']	Legendary Planeswalker — Ral	Rare	WAR	"Whenever you cast or copy an instant or sorcery spell, Ral, Storm Conduit deals 1 damage to target opponent or planeswalker.
[+2]: Scry 1.
[−2]: When you cast your next instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy."	Not a Creature	Not a Creature	4	1	0	0	1
1165	Ral, Storm Conduit	{2}{U}{R}	4.0	['Red', 'Blue']	Legendary Planeswalker — Ral	Rare	WAR	"Whenever you cast or copy an instant or sorcery spell, Ral, Storm Conduit deals 1 damage to target opponent or planeswalker.
[+2]: Scry 1.
[−2]: When you cast your next instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy."	Not a Creature	Not a Creature	4	1	0	0	1
1166	Rally of Wings	{1}{W}	2.0	['White']	Instant	Uncommon	WAR	Untap all creatures you control. Creatures you control with flying get +2/+2 until end of turn.	Not a Creature	Not a Creature	Not a Planeswalker	6	1	0	7
1167	Return to Nature	{1}{G}	2.0	['Green']	Instant	Common	WAR	"Choose one —
• Destroy target artifact.
• Destroy target enchantment.
• Exile target card from a graveyard."	Not a Creature	Not a Creature	Not a Planeswalker	5	1	9	15
1168	Return to Nature	{1}{G}	2.0	['Green']	Instant	Common	THB	"Choose one —
• Destroy target artifact.
• Destroy target enchantment.
• Exile target card from a graveyard."	Not a Creature	Not a Creature	Not a Planeswalker	5	1	9	15
1169	Saheeli, Sublime Artificer	{1}{U/R}{U/R}	3.0	['Red', 'Blue']	Legendary Planeswalker — Saheeli	Uncommon	WAR	"Whenever you cast a noncreature spell, create a 1/1 colorless Servo artifact creature token.
[−2]: Target artifact you control becomes a copy of another target artifact or creature you control until end of turn, except it's an artifact in addition to its other types."	Not a Creature	Not a Creature	5	7	1	1	9
1170	Saheeli, Sublime Artificer	{1}{U/R}{U/R}	3.0	['Red', 'Blue']	Legendary Planeswalker — Saheeli	Uncommon	WAR	"Whenever you cast a noncreature spell, create a 1/1 colorless Servo artifact creature token.
[−2]: Target artifact you control becomes a copy of another target artifact or creature you control until end of turn, except it's an artifact in addition to its other types."	Not a Creature	Not a Creature	5	7	1	1	9
1171	Sarkhan the Masterless	{3}{R}{R}	5.0	['Red']	Legendary Planeswalker — Sarkhan	Rare	WAR	"Whenever a creature attacks you or a planeswalker you control, each Dragon you control deals 1 damage to that creature.
[+1]: Until end of turn, each planeswalker you control becomes a 4/4 red Dragon creature and gains flying.
[−3]: Create a 4/4 red Dragon creature token with flying."	Not a Creature	Not a Creature	5	2	0	0	2
1172	Sarkhan the Masterless	{3}{R}{R}	5.0	['Red']	Legendary Planeswalker — Sarkhan	Rare	WAR	"Whenever a creature attacks you or a planeswalker you control, each Dragon you control deals 1 damage to that creature.
[+1]: Until end of turn, each planeswalker you control becomes a 4/4 red Dragon creature and gains flying.
[−3]: Create a 4/4 red Dragon creature token with flying."	Not a Creature	Not a Creature	5	2	0	0	2
1173	Solar Blaze	{2}{R}{W}	4.0	['Red', 'White']	Sorcery	Rare	WAR	Each creature deals damage to itself equal to its power.	Not a Creature	Not a Creature	Not a Planeswalker	13	4	2	19
1174	Sorin, Vengeful Bloodlord	{2}{W}{B}	4.0	['Black', 'White']	Legendary Planeswalker — Sorin	Rare	WAR	"As long as it's your turn, creatures and planeswalkers you control have lifelink.
[+2]: Sorin, Vengeful Bloodlord deals 1 damage to target player or planeswalker.
−X: Return target creature card with converted mana cost X from your graveyard to the battlefield. That creature is a Vampire in addition to its other types."	Not a Creature	Not a Creature	4	2	4	0	6
1175	Sorin, Vengeful Bloodlord	{2}{W}{B}	4.0	['Black', 'White']	Legendary Planeswalker — Sorin	Rare	WAR	"As long as it's your turn, creatures and planeswalkers you control have lifelink.
[+2]: Sorin, Vengeful Bloodlord deals 1 damage to target player or planeswalker.
−X: Return target creature card with converted mana cost X from your graveyard to the battlefield. That creature is a Vampire in addition to its other types."	Not a Creature	Not a Creature	4	2	4	0	6
1176	Tamiyo, Collector of Tales	{2}{G}{U}	4.0	['Green', 'Blue']	Legendary Planeswalker — Tamiyo	Rare	WAR	"Spells and abilities your opponents control can't cause you to discard cards or sacrifice permanents.
[+1]: Choose a nonland card name, then reveal the top four cards of your library. Put all cards with the chosen name from among them into your hand and the rest into your graveyard.
[−3]: Return target card from your graveyard to your hand."	Not a Creature	Not a Creature	5	3	1	13	17
1177	Tamiyo, Collector of Tales	{2}{G}{U}	4.0	['Green', 'Blue']	Legendary Planeswalker — Tamiyo	Rare	WAR	"Spells and abilities your opponents control can't cause you to discard cards or sacrifice permanents.
[+1]: Choose a nonland card name, then reveal the top four cards of your library. Put all cards with the chosen name from among them into your hand and the rest into your graveyard.
[−3]: Return target card from your graveyard to your hand."	Not a Creature	Not a Creature	5	3	1	13	17
1178	Teferi, Time Raveler	{1}{W}{U}	3.0	['Blue', 'White']	Legendary Planeswalker — Teferi	Rare	WAR	"Each opponent can cast spells only any time they could cast a sorcery.
[+1]: Until your next turn, you may cast sorcery spells as though they had flash.
[−3]: Return up to one target artifact, creature, or enchantment to its owner's hand. Draw a card."	Not a Creature	Not a Creature	4	268	140	90	498
1179	Teferi, Time Raveler	{1}{W}{U}	3.0	['Blue', 'White']	Legendary Planeswalker — Teferi	Rare	WAR	"Each opponent can cast spells only any time they could cast a sorcery.
[+1]: Until your next turn, you may cast sorcery spells as though they had flash.
[−3]: Return up to one target artifact, creature, or enchantment to its owner's hand. Draw a card."	Not a Creature	Not a Creature	4	268	140	90	498
1180	Tenth District Legionnaire	{R}{W}	2.0	['Red', 'White']	Creature — Human Soldier	Uncommon	WAR	"Haste
Whenever you cast a spell that targets Tenth District Legionnaire, put a +1/+1 counter on Tenth District Legionnaire, then scry 1."	2	2	Not a Planeswalker	4	0	0	4
1181	Tibalt, Rakish Instigator	{2}{R}	3.0	['Red']	Legendary Planeswalker — Tibalt	Uncommon	WAR	"Your opponents can't gain life.
[−2]: Create a 1/1 red Devil creature token with ""When this creature dies, it deals 1 damage to any target."""	Not a Creature	Not a Creature	5	0	0	1	1
1182	Tibalt, Rakish Instigator	{2}{R}	3.0	['Red']	Legendary Planeswalker — Tibalt	Uncommon	WAR	"Your opponents can't gain life.
[−2]: Create a 1/1 red Devil creature token with ""When this creature dies, it deals 1 damage to any target."""	Not a Creature	Not a Creature	5	0	0	1	1
1183	Time Wipe	{2}{W}{W}{U}	5.0	['Blue', 'White']	Sorcery	Rare	WAR	Return a creature you control to its owner's hand, then destroy all creatures.	Not a Creature	Not a Creature	Not a Planeswalker	0	1	0	1
1184	Tolsimir, Friend to Wolves	{2}{G}{G}{W}	5.0	['Green', 'White']	Legendary Creature — Elf Scout	Rare	WAR	"When Tolsimir, Friend to Wolves enters the battlefield, create Voja, Friend to Elves, a legendary 3/3 green and white Wolf creature token.
Whenever a Wolf enters the battlefield under your control, you gain 3 life and that creature fights up to one target creature you don't control."	3	3	Not a Planeswalker	25	10	2	37
1185	Tomik, Distinguished Advokist	{W}{W}	2.0	['White']	Legendary Creature — Human Advisor	Rare	WAR	"Flying
Lands on the battlefield and land cards in graveyards can't be the targets of spells or abilities your opponents control.
Your opponents can't play land cards from graveyards."	2	3	Not a Planeswalker	22	11	17	50
1186	Tyrant's Scorn	{U}{B}	2.0	['Black', 'Blue']	Instant	Uncommon	WAR	"Choose one —
• Destroy target creature with converted mana cost 3 or less.
• Return target creature to its owner's hand."	Not a Creature	Not a Creature	Not a Planeswalker	28	19	34	81
1187	Aether Gust	{1}{U}	2.0	['Blue']	Instant	Uncommon	M20	Choose target spell or permanent that's red or green. Its owner puts it on the top or bottom of their library.	Not a Creature	Not a Creature	Not a Planeswalker	74	28	24	126
1188	Agent of Treachery	{5}{U}{U}	7.0	['Blue']	Creature — Human Rogue	Rare	M20	"When Agent of Treachery enters the battlefield, gain control of target permanent.
At the beginning of your end step, if you control three or more permanents you don't own, draw three cards."	2	3	Not a Planeswalker	0	1	4	5
1189	Ajani, Strength of the Pride	{2}{W}{W}	4.0	['White']	Legendary Planeswalker — Ajani	Mythic	M20	"[+1]: You gain life equal to the number of creatures you control plus the number of planeswalkers you control.
[−2]: Create a 2/2 white Cat Soldier creature token named Ajani's Pridemate with ""Whenever you gain life, put a +1/+1 counter on Ajani's Pridemate.""
[0]: If you have at least 15 life more than your starting life total, exile Ajani, Strength of the Pride and each artifact and creature your opponents control."	Not a Creature	Not a Creature	5	4	1	0	5
1190	Apostle of Purifying Light	{1}{W}	2.0	['White']	Creature — Human Cleric	Uncommon	M20	"Protection from black (This creature can't be blocked, targeted, dealt damage, enchanted, or equipped by anything black.)
{2}: Exile target card from a graveyard."	2	1	Not a Planeswalker	4	3	8	15
1191	Barkhide Troll	{G}{G}	2.0	['Green']	Creature — Troll	Uncommon	M20	"Barkhide Troll enters the battlefield with a +1/+1 counter on it.
{1}, Remove a +1/+1 counter from Barkhide Troll: Barkhide Troll gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)"	2	2	Not a Planeswalker	4	0	0	4
1192	Blightbeetle	{1}{B}	2.0	['Black']	Creature — Insect	Uncommon	M20	"Protection from green (This creature can't be blocked, targeted, dealt damage, enchanted, or equipped by anything green.)
Creatures your opponents control can't have +1/+1 counters put on them."	1	1	Not a Planeswalker	4	1	0	5
1193	Cavalier of Dawn	{2}{W}{W}{W}	5.0	['White']	Creature — Elemental Knight	Mythic	M20	"Vigilance
When Cavalier of Dawn enters the battlefield, destroy up to one target nonland permanent. Its controller creates a 3/3 colorless Golem artifact creature token.
When Cavalier of Dawn dies, return target artifact or enchantment card from your graveyard to your hand."	4	6	Not a Planeswalker	0	1	0	1
1194	Cavalier of Flame	{2}{R}{R}{R}	5.0	['Red']	Creature — Elemental Knight	Mythic	M20	"{1}{R}: Creatures you control get +1/+0 and gain haste until end of turn.
When Cavalier of Flame enters the battlefield, discard any number of cards, then draw that many cards.
When Cavalier of Flame dies, it deals X damage to each opponent and each planeswalker they control, where X is the number of land cards in your graveyard."	6	5	Not a Planeswalker	0	4	0	4
1195	Cavalier of Gales	{2}{U}{U}{U}	5.0	['Blue']	Creature — Elemental Knight	Mythic	M20	"Flying
When Cavalier of Gales enters the battlefield, draw three cards, then put two cards from your hand on top of your library in any order.
When Cavalier of Gales dies, shuffle it into its owner's library, then scry 2."	5	5	Not a Planeswalker	3	3	2	8
1196	Cavalier of Night	{2}{B}{B}{B}	5.0	['Black']	Creature — Elemental Knight	Mythic	M20	"Lifelink
When Cavalier of Night enters the battlefield, you may sacrifice another creature. When you do, destroy target creature an opponent controls.
When Cavalier of Night dies, return target creature card with converted mana cost 3 or less from your graveyard to the battlefield."	4	5	Not a Planeswalker	2	1	0	3
1197	Cavalier of Thorns	{2}{G}{G}{G}	5.0	['Green']	Creature — Elemental Knight	Mythic	M20	"Reach
When Cavalier of Thorns enters the battlefield, reveal the top five cards of your library. Put a land card from among them onto the battlefield and the rest into your graveyard.
When Cavalier of Thorns dies, you may exile it. If you do, put another target card from your graveyard on top of your library."	5	6	Not a Planeswalker	129	24	16	169
1198	Cerulean Drake	{1}{U}	2.0	['Blue']	Creature — Drake	Uncommon	M20	"Flying
Protection from red (This creature can't be blocked, targeted, dealt damage, enchanted, or equipped by anything red.)
Sacrifice Cerulean Drake: Counter target spell that targets you."	1	1	Not a Planeswalker	1	1	1	3
1199	Chandra, Acolyte of Flame	{1}{R}{R}	3.0	['Red']	Legendary Planeswalker — Chandra	Rare	M20	"[0]: Put a loyalty counter on each red planeswalker you control.
[0]: Create two 1/1 red Elemental creature tokens. They gain haste. Sacrifice them at the beginning of the next end step.
[−2]: You may cast target instant or sorcery card with converted mana cost 3 or less from your graveyard. If that card would be put into your graveyard this turn, exile it instead."	Not a Creature	Not a Creature	4	0	0	1	1
1200	Chandra, Awakened Inferno	{4}{R}{R}	6.0	['Red']	Legendary Planeswalker — Chandra	Mythic	M20	"This spell can't be countered.
[+2]: Each opponent gets an emblem with ""At the beginning of your upkeep, this emblem deals 1 damage to you.""
[−3]: Chandra, Awakened Inferno deals 3 damage to each non-Elemental creature.
−X: Chandra, Awakened Inferno deals X damage to target creature or planeswalker. If a permanent dealt damage this way would die this turn, exile it instead."	Not a Creature	Not a Creature	6	4	5	7	16
1201	Devout Decree	{1}{W}	2.0	['White']	Sorcery	Uncommon	M20	Exile target creature or planeswalker that's black or red. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)	Not a Creature	Not a Creature	Not a Planeswalker	15	11	18	44
1202	Disenchant	{1}{W}	2.0	['White']	Instant	Common	M20	Destroy target artifact or enchantment.	Not a Creature	Not a Creature	Not a Planeswalker	3	0	0	3
1203	Disfigure	{B}	1.0	['Black']	Instant	Uncommon	M20	Target creature gets -2/-2 until end of turn.	Not a Creature	Not a Creature	Not a Planeswalker	1	0	9	10
1204	Drawn from Dreams	{2}{U}{U}	4.0	['Blue']	Sorcery	Rare	M20	Look at the top seven cards of your library. Put two of them into your hand and the rest on the bottom of your library in a random order.	Not a Creature	Not a Creature	Not a Planeswalker	1	0	4	5
1205	Empyrean Eagle	{1}{W}{U}	3.0	['Blue', 'White']	Creature — Bird Spirit	Uncommon	M20	"Flying
Other creatures you control with flying get +1/+1."	2	3	Not a Planeswalker	119	48	196	363
1206	Flame Sweep	{2}{R}	3.0	['Red']	Instant	Uncommon	M20	Flame Sweep deals 2 damage to each creature except for creatures you control with flying.	Not a Creature	Not a Creature	Not a Planeswalker	0	0	1	1
1207	Fry	{1}{R}	2.0	['Red']	Instant	Uncommon	M20	"This spell can't be countered.
Fry deals 5 damage to target creature or planeswalker that's white or blue."	Not a Creature	Not a Creature	Not a Planeswalker	20	14	25	59
1208	Goblin Ringleader	{3}{R}	4.0	['Red']	Creature — Goblin	Uncommon	M20	"Haste (This creature can attack and {T} as soon as it comes under your control.)
When Goblin Ringleader enters the battlefield, reveal the top four cards of your library. Put all Goblin cards revealed this way into your hand and the rest on the bottom of your library in any order."	2	2	Not a Planeswalker	4	0	0	4
1209	Golos, Tireless Pilgrim	{5}	5.0	[]	Legendary Artifact Creature — Scout	Rare	M20	"When Golos, Tireless Pilgrim enters the battlefield, you may search your library for a land card, put that card onto the battlefield tapped, then shuffle your library.
{2}{W}{U}{B}{R}{G}: Exile the top three cards of your library. You may play them this turn without paying their mana costs."	3	5	Not a Planeswalker	9	7	0	16
1210	Grafdigger's Cage	{1}	1.0	[]	Artifact	Rare	M20	"Creature cards in graveyards and libraries can't enter the battlefield.
Players can't cast spells from graveyards or libraries."	Not a Creature	Not a Creature	Not a Planeswalker	37	32	23	92
1211	Hanged Executioner	{2}{W}	3.0	['White']	Creature — Spirit	Rare	M20	"Flying
When Hanged Executioner enters the battlefield, create a 1/1 white Spirit creature token with flying.
{3}{W}, Exile Hanged Executioner: Exile target creature."	1	1	Not a Planeswalker	0	0	2	2
1212	Infuriate	{R}	1.0	['Red']	Instant	Common	M20	Target creature gets +3/+2 until end of turn.	Not a Creature	Not a Creature	Not a Planeswalker	4	0	0	4
1213	Infuriate	{R}	1.0	['Red']	Instant	Common	THB	Target creature gets +3/+2 until end of turn.	Not a Creature	Not a Creature	Not a Planeswalker	4	0	0	4
1214	Kethis, the Hidden Hand	{W}{B}{G}	3.0	['Black', 'Green', 'White']	Legendary Creature — Elf Advisor	Mythic	M20	"Legendary spells you cast cost {1} less to cast.
Exile two legendary cards from your graveyard: Until end of turn, each legendary card in your graveyard gains ""You may play this card from your graveyard."""	3	4	Not a Planeswalker	12	4	4	20
1215	Knight of the Ebon Legion	{B}	1.0	['Black']	Creature — Vampire Knight	Rare	M20	"{2}{B}: Knight of the Ebon Legion gets +3/+3 and gains deathtouch until end of turn.
At the beginning of your end step, if a player lost 4 or more life this turn, put a +1/+1 counter on Knight of the Ebon Legion. (Damage causes loss of life.)"	1	2	Not a Planeswalker	244	108	152	504
1216	Legion's End	{1}{B}	2.0	['Black']	Sorcery	Rare	M20	Exile target creature an opponent controls with converted mana cost 2 or less and all other creatures that player controls with the same name as that creature. Then that player reveals their hand and exiles all cards with that name from their hand and graveyard.	Not a Creature	Not a Creature	Not a Planeswalker	76	39	83	198
1217	Leyline of Anticipation	{2}{U}{U}	4.0	['Blue']	Enchantment	Rare	M20	"If Leyline of Anticipation is in your opening hand, you may begin the game with it on the battlefield.
You may cast spells as though they had flash."	Not a Creature	Not a Creature	Not a Planeswalker	0	8	16	24
1218	Leyline of Sanctity	{2}{W}{W}	4.0	['White']	Enchantment	Rare	M20	"If Leyline of Sanctity is in your opening hand, you may begin the game with it on the battlefield.
You have hexproof. (You can't be the target of spells or abilities your opponents control.)"	Not a Creature	Not a Creature	Not a Planeswalker	2	1	5	8
1219	Leyline of the Void	{2}{B}{B}	4.0	['Black']	Enchantment	Rare	M20	"If Leyline of the Void is in your opening hand, you may begin the game with it on the battlefield.
If a card would be put into an opponent's graveyard from anywhere, exile it instead."	Not a Creature	Not a Creature	Not a Planeswalker	54	28	80	162
1220	Lotus Field		0.0	[]	Land	Rare	M20	"Hexproof
Lotus Field enters the battlefield tapped.
When Lotus Field enters the battlefield, sacrifice two lands.
{T}: Add three mana of any one color."	Not a Creature	Not a Creature	Not a Planeswalker	48	40	132	220
1221	Mu Yanling, Sky Dancer	{1}{U}{U}	3.0	['Blue']	Legendary Planeswalker — Yanling	Mythic	M20	"[+2]: Until your next turn, up to one target creature gets -2/-0 and loses flying.
[−3]: Create a 4/4 blue Elemental Bird creature token with flying.
[−8]: You get an emblem with ""Islands you control have '{T}: Draw a card.'"""	Not a Creature	Not a Creature	2	0	0	2	2
1222	Nightpack Ambusher	{2}{G}{G}	4.0	['Green']	Creature — Wolf	Rare	M20	"Flash
Other Wolves and Werewolves you control get +1/+1.
At the beginning of your end step, if you didn't cast a spell this turn, create a 2/2 green Wolf creature token."	4	4	Not a Planeswalker	0	0	1	1
1223	Noxious Grasp	{1}{B}	2.0	['Black']	Instant	Uncommon	M20	Destroy target creature or planeswalker that's green or white. You gain 1 life.	Not a Creature	Not a Creature	Not a Planeswalker	60	23	72	155
1224	Risen Reef	{1}{G}{U}	3.0	['Green', 'Blue']	Creature — Elemental	Uncommon	M20	Whenever Risen Reef or another Elemental enters the battlefield under your control, look at the top card of your library. If it's a land card, you may put it onto the battlefield tapped. If you don't put the card onto the battlefield, put it into your hand.	1	1	Not a Planeswalker	0	0	4	4
1225	Rotting Regisaur	{2}{B}	3.0	['Black']	Creature — Zombie Dinosaur	Rare	M20	At the beginning of your upkeep, discard a card.	7	6	Not a Planeswalker	29	31	6	66
1226	Season of Growth	{1}{G}	2.0	['Green']	Enchantment	Uncommon	M20	"Whenever a creature enters the battlefield under your control, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
Whenever you cast a spell that targets a creature you control, draw a card."	Not a Creature	Not a Creature	Not a Planeswalker	0	2	0	2
1227	Shared Summons	{3}{G}{G}	5.0	['Green']	Instant	Rare	M20	Search your library for up to two creature cards with different names, reveal them, put them into your hand, then shuffle your library.	Not a Creature	Not a Creature	Not a Planeswalker	1	0	1	2
1228	Shifting Ceratops	{2}{G}{G}	4.0	['Green']	Creature — Dinosaur	Rare	M20	"This spell can't be countered.
Protection from blue (This creature can't be blocked, targeted, dealt damage, enchanted, or equipped by anything blue.)
{G}: Shifting Ceratops gains your choice of reach, trample, or haste until end of turn."	5	4	Not a Planeswalker	1	4	2	7
1229	Sorin, Imperious Bloodlord	{2}{B}	3.0	['Black']	Legendary Planeswalker — Sorin	Mythic	M20	"[+1]: Target creature you control gains deathtouch and lifelink until end of turn. If it's a Vampire, put a +1/+1 counter on it.
[+1]: You may sacrifice a Vampire. When you do, Sorin, Imperious Bloodlord deals 3 damage to any target and you gain 3 life.
[−3]: You may put a Vampire creature card from your hand onto the battlefield."	Not a Creature	Not a Creature	4	32	8	36	76
1230	Spectral Sailor	{U}	1.0	['Blue']	Creature — Spirit Pirate	Uncommon	M20	"Flash (You may cast this spell any time you could cast an instant.)
Flying
{3}{U}: Draw a card."	1	1	Not a Planeswalker	112	44	153	309
1231	Steel Overseer	{2}	2.0	[]	Artifact Creature — Construct	Rare	M20	{T}: Put a +1/+1 counter on each artifact creature you control.	1	1	Not a Planeswalker	8	4	0	12
1232	Tale's End	{1}{U}	2.0	['Blue']	Instant	Rare	M20	Counter target activated ability, triggered ability, or legendary spell.	Not a Creature	Not a Creature	Not a Planeswalker	0	0	2	2
1233	All That Glitters	{1}{W}	2.0	['White']	Enchantment — Aura	Uncommon	ELD	"Enchant creature
Enchanted creature gets +1/+1 for each artifact and/or enchantment you control."	Not a Creature	Not a Creature	Not a Planeswalker	0	12	12	24
1234	Arcanist's Owl	{W/U}{W/U}{W/U}{W/U}	4.0	['Blue', 'White']	Artifact Creature — Bird	Uncommon	ELD	"Flying
When Arcanist's Owl enters the battlefield, look at the top four cards of your library. You may reveal an artifact or enchantment card from among them and put it into your hand. Put the rest on the bottom of your library in a random order."	3	3	Not a Planeswalker	44	27	64	135
1235	Bonecrusher Giant	{2}{R}	3.0	['Red']	Creature — Giant	Rare	ELD	Whenever Bonecrusher Giant becomes the target of a spell, Bonecrusher Giant deals 2 damage to that spell's controller.	4	3	Not a Planeswalker	124	71	167	362
1236	Bonecrusher Giant	{2}{R}	3.0	['Red']	Creature — Giant	Rare	ELD	Whenever Bonecrusher Giant becomes the target of a spell, Bonecrusher Giant deals 2 damage to that spell's controller.	4	3	Not a Planeswalker	124	71	167	362
1237	Brazen Borrower	{1}{U}{U}	3.0	['Blue']	Creature — Faerie Rogue	Mythic	ELD	"Flash
Flying
Brazen Borrower can block only creatures with flying."	3	1	Not a Planeswalker	147	70	127	344
1238	Brazen Borrower	{1}{U}{U}	3.0	['Blue']	Creature — Faerie Rogue	Mythic	ELD	"Flash
Flying
Brazen Borrower can block only creatures with flying."	3	1	Not a Planeswalker	147	70	127	344
1239	Castle Ardenvale		0.0	[]	Land	Rare	ELD	"Castle Ardenvale enters the battlefield tapped unless you control a Plains.
{T}: Add {W}.
{2}{W}{W}, {T}: Create a 1/1 white Human creature token."	Not a Creature	Not a Creature	Not a Planeswalker	128	51	67	246
1240	Castle Ardenvale		0.0	[]	Land	Rare	ELD	"Castle Ardenvale enters the battlefield tapped unless you control a Plains.
{T}: Add {W}.
{2}{W}{W}, {T}: Create a 1/1 white Human creature token."	Not a Creature	Not a Creature	Not a Planeswalker	128	51	67	246
1241	Castle Embereth		0.0	[]	Land	Rare	ELD	"Castle Embereth enters the battlefield tapped unless you control a Mountain.
{T}: Add {R}.
{1}{R}{R}, {T}: Creatures you control get +1/+0 until end of turn."	Not a Creature	Not a Creature	Not a Planeswalker	41	27	63	131
1242	Castle Embereth		0.0	[]	Land	Rare	ELD	"Castle Embereth enters the battlefield tapped unless you control a Mountain.
{T}: Add {R}.
{1}{R}{R}, {T}: Creatures you control get +1/+0 until end of turn."	Not a Creature	Not a Creature	Not a Planeswalker	41	27	63	131
1243	Castle Garenbrig		0.0	[]	Land	Rare	ELD	"Castle Garenbrig enters the battlefield tapped unless you control a Forest.
{T}: Add {G}.
{2}{G}{G}, {T}: Add six {G}. Spend this mana only to cast creature spells or activate abilities of creatures."	Not a Creature	Not a Creature	Not a Planeswalker	112	20	44	176
1244	Castle Garenbrig		0.0	[]	Land	Rare	ELD	"Castle Garenbrig enters the battlefield tapped unless you control a Forest.
{T}: Add {G}.
{2}{G}{G}, {T}: Add six {G}. Spend this mana only to cast creature spells or activate abilities of creatures."	Not a Creature	Not a Creature	Not a Planeswalker	112	20	44	176
1245	Castle Locthwain		0.0	[]	Land	Rare	ELD	"Castle Locthwain enters the battlefield tapped unless you control a Swamp.
{T}: Add {B}.
{1}{B}{B}, {T}: Draw a card, then you lose life equal to the number of cards in your hand."	Not a Creature	Not a Creature	Not a Planeswalker	243	115	159	517
1246	Castle Locthwain		0.0	[]	Land	Rare	ELD	"Castle Locthwain enters the battlefield tapped unless you control a Swamp.
{T}: Add {B}.
{1}{B}{B}, {T}: Draw a card, then you lose life equal to the number of cards in your hand."	Not a Creature	Not a Creature	Not a Planeswalker	243	115	159	517
1247	Castle Vantress		0.0	[]	Land	Rare	ELD	"Castle Vantress enters the battlefield tapped unless you control an Island.
{T}: Add {U}.
{2}{U}{U}, {T}: Scry 2."	Not a Creature	Not a Creature	Not a Planeswalker	71	37	30	138
1248	Castle Vantress		0.0	[]	Land	Rare	ELD	"Castle Vantress enters the battlefield tapped unless you control an Island.
{T}: Add {U}.
{2}{U}{U}, {T}: Scry 2."	Not a Creature	Not a Creature	Not a Planeswalker	71	37	30	138
