arrest_stats_id,team,team_name,team_preffered_name,team_city,team_conference,team_division,name,position,position_name,position_type,category,crime_category,description,outcome,season,arrestseasonstate,month,day,day_of_week
225,PHI,Eagles,Philadelphia Eagles,Philadelphia,NFC,East,Jason Peters,OT,Offensive Tackle,O,Disturbing the peace,Other,"Accused of playing loud music, disturbing the peace in Shreveport, La.",--,2011,OffSeason,3,26,Saturday
162,PHI,Eagles,Philadelphia Eagles,Philadelphia,NFC,East,Dion Lewis,RB,Running Back,O,Reckless endangerment,Other,Charged with falsely reporting a fire and reckless endangerment. Police said he and his brother tried to knock down door at hotel.,Charges dismissed.,2012,OffSeason,7,8,Sunday
210,PHI,Eagles,Philadelphia Eagles,Philadelphia,NFC,East,Akeem Jordan,LB,Linebacker,D,Assault,Assault / Battery,"Accused of assasult and battery after incident at bar in Harrisonburg, Va.",Resolution undetermined.,2011,OffSeason,6,19,Sunday
310,PHI,Eagles,Philadelphia Eagles,Philadelphia,NFC,East,Juqua Parker,DE,Defensive End,D,Drugs,Drugs,"Pulled over for a traffic violation in Bethlehem, Pa., accused of marijuana possession as passenger in the car.",Charges dropped after district attorney said the officer had no right to search the car.,2009,OffSeason,8,5,Wednesday
404,PHI,Eagles,Philadelphia Eagles,Philadelphia,NFC,East,Mike Patterson,DT,Defensive Tackle,D,Drugs,Drugs,Charged with marijuana possession after police said they found it in his car in New Jersey.,Convicted of careless driving.,2008,OffSeason,2,16,Saturday
511,PHI,Eagles,Philadelphia Eagles,Philadelphia,NFC,East,Jabar Gaffney,WR,Wide Receiver,O,Gun,Gun,"Pulled over for driving erratically in New Jersey, charged with unlawful possession of a gun.",Diversion program.,2006,OffSeason,6,20,Tuesday
533,PHI,Eagles,Philadelphia Eagles,Philadelphia,NFC,East,Dhani Jones,LB,Linebacker,D,Disorderly conduct,Alcohol / Disorderly,Accused of not obeying a command to stop dancing in the street outside a Miami nightclub.,"Pleaded no contest, paid court costs and sentenced to withheld adjudictation.",2006,OffSeason,3,26,Sunday
729,PHI,Eagles,Philadelphia Eagles,Philadelphia,NFC,East,Terrence Carroll,S,Safety,D,Drugs,Drugs,"Police caught him smoking marijuana in the back of a car, accused of misdemeanor drug possession.","Diversion program, one month of probation, 10 hours of community service, substance-abuse class.",2001,InSeason,11,16,Friday
756,PHI,Eagles,Philadelphia Eagles,Philadelphia,NFC,East,Thomas Hamner,RB,Running Back,O,Animal abuse,Other,"Accused of beating his pit pull in New Jersey, the second time since November 2000.","Pleaded guilty, put the dog up for adoption, fined $1,000.",2001,OffSeason,4,4,Wednesday
764,PHI,Eagles,Philadelphia Eagles,Philadelphia,NFC,East,Thomas Hamner,RB,Running Back,O,Animal abuse,Other,Investigated for animal cruelty involving his pit bull in New Jersey.,"Pleaded guilty, $300 fine.",2000,InSeason,11,12,Sunday
915,HOU,Texans,Houston Texans,Houston,AFC,South,Ryan Griffin,TE,Tight End,O,Public intoxication,Alcohol / Disorderly,"Accused of punching out window of hotel in Nashville, public intoxication.",Resolution Undetermined.,2019,OffSeason,4,26,Friday
912,HOU,Texans,Houston Texans,Houston,AFC,South,Demaryius Thomas,WR,Wide Receiver,O,Vehicular Assault,Other,"Thomas has been charged with felony vehicular assault, reckless driving and driving without insurance after a single-car accident on Feb. 16. He was reportedly driving 70 MPH in a 30 MPH zone.",Resolution Undetermined.,2019,OffSeason,2,16,Saturday
813,HOU,Texans,Houston Texans,Houston,AFC,South,Jaelen Strong,WR,Wide Receiver,O,Drugs,Drugs,Accused of marijuana possession after traffic stop in Arizona.,"Diversion program, education and counseling.",2016,OffSeason,2,28,Sunday
6,HOU,Texans,Houston Texans,Houston,AFC,South,Brandon Ivory,DT,Defensive Tackle,D,Burglary,Theft / Burglary,Accused of first-degree burglary in Alabama after victims said two armed men kicked in their door and stole cash and iPads.,Resolution undetermined.,2015,OffSeason,7,1,Wednesday
311,HOU,Texans,Houston Texans,Houston,AFC,South,Vonta Leach,FB,Fullback,O,Assault,Assault / Battery,"Charged with simple assault in July for an alleged confrontation with a man in a restaurant near Leach's hometown of Lumberton, North Carolina.",Resolution undetermined.,2009,OffSeason,6,28,Sunday
315,HOU,Texans,Houston Texans,Houston,AFC,South,Brandon Walker,OG,Offensive Guard,O,DUI,DUI,"Accused of drunk driving in Norman, Okla., where he played college football.",Resolution undetermined. Released by team two days later.,2009,OffSeason,5,17,Sunday
317,HOU,Texans,Houston Texans,Houston,AFC,South,Brandon Walker,OG,Offensive Guard,O,Outstanding Warrant,License / Traffic,"Warrant issued in Norman, Okla., after he failed to pay a ticket for driving without proper registration and proof of insurance.",Resolution undetermined.,2009,OffSeason,5,10,Sunday
359,HOU,Texans,Houston Texans,Houston,AFC,South,Jameel Cook,RB,Running Back,O,Drugs,Drugs,"Pulled over, ticketed for license and registration issues, charged with marijuana possession.",Charge dropped for marijuana possession.,2008,OffSeason,8,20,Wednesday
390,HOU,Texans,Houston Texans,Houston,AFC,South,Jacoby Jones,WR,Wide Receiver,O,DUI,DUI,Accused of drunken driving while stuck in Houston traffic.,"Pleaded guilty, diversion program, education classes, alcohol-detection device placed in car.",2008,OffSeason,3,16,Sunday
402,HOU,Texans,Houston Texans,Houston,AFC,South,Jerome Mathis,WR,Wide Receiver,O,Domestic violence,Domestic Violence,"Accused of choking pregnant, common-law wife in Texas.",Charges dropped.,2008,OffSeason,2,18,Monday
418,HOU,Texans,Houston Texans,Houston,AFC,South,Chester Pitts,OG,Offensive Guard,O,Resisting arrest,Other,"Pulled over in Houston for making illegal left turn, Pitts was accused of driving away despite police orders.",Charge dropped when grand jury declined to indict.,2007,InSeason,11,29,Thursday
483,HOU,Texans,Houston Texans,Houston,AFC,South,Fred Weary,C,Center,O,Resisting arrest,Other,"Pulled over in Houston, he was Tasered by police and accused of resisting arrest. He later filed a civil rights suit against the police.",Charges dropped.,2006,InSeason,11,14,Tuesday
598,HOU,Texans,Houston Texans,Houston,AFC,South,Bryan Pittman,C,Center,O,DUI,DUI,Accused of driving while intoxicated.,Acquitted.,2004,InSeason,12,3,Friday
484,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Marcus Coleman,S,Safety,D,DUI,DUI,"Pulled over in Irving, Texas, accused of drunken driving.",Resolution undetermined.,2006,InSeason,11,11,Saturday
619,HOU,Texans,Houston Texans,Houston,AFC,South,Marcus Coleman,S,Safety,D,DUI,DUI,"Accused of hitting a curb with his Mercedes, failing a sobriety test and drunk driving in Houston.","Found guilty by jury, three days in jail, $2,000 fine and a one-year suspension of his driver's license.",2004,OffSeason,5,6,Thursday
663,HOU,Texans,Houston Texans,Houston,AFC,South,Ramon Walker,S,Safety,D,Alcohol,Alcohol / Disorderly,Accused of public intoxication and trespassing at a nightclub in Houston after he and a friend denied entry around midnight.,Resolution undetermined.,2003,OffSeason,5,3,Saturday
921,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,Darius Philon,DT,Defensive Tackle,D,"Assault, Gun",Gun,"Accused of aggravated assault involving a deadly weapon, allegedly he threatened a dancer at a strip club.",Resolution Undetermined.,2019,OffSeason,8,9,Friday
919,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,Desmond Harrison,OT,Offensive Tackle,O,Domestic Violence,Domestic Violence,"Suspected of assault and strangulation of a female during an incident at a residence in Greensboro, N.C.",Resolution Undetermined.,2019,OffSeason,7,17,Wednesday
917,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,Robert Nkemdiche,DE,Defensive End,D,License,License / Traffic,"Pulled over for speeding, accused of driving with a suspended license in Scottsdale, Ariz.",Resolution Undetermined.,2019,OffSeason,6,6,Thursday
898,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,Ricky Seals-Jones,TE,Tight End,O,Assault,Assault / Battery,"Accused of pushing a hotel employee in Scottsdale, Arizona. Allegedly he was trying to gain access to a restroom.",Resolution Undetermined.,2018,OffSeason,7,14,Saturday
843,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,Marquis Bundy,WR,Wide Receiver,O,Disorderly Conduct,Alcohol / Disorderly,"Suspected of failing to obey police commands after getting agitated outside club in Scottsdale, Ariz.","Resolution undetermined.
",2017,OffSeason,4,1,Saturday
832,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,Michael Floyd,WR,Wide Receiver,O,DUI,DUI,"Found unconscious in idle car in Scottsdale, charged with drunken driving.","Pleaded guilty to extreme DUI, 24 days in jail, 96 in home detention, 30 hours community service.",2016,InSeason,12,12,Monday
14,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,Alex Okafor,LB,Linebacker,D,Evading arrest,Other,"Accused of running from the scene after police received a report of a disturbance and then tried to detain him in Austin, Texas.",Resolution undetermined.,2015,OffSeason,3,9,Monday
854,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,Bobby Massie,OT,Offensive Tackle,O,DUI,DUI,"Suspected of drunken driving in Arizona, he flunked two sobriety tests and had a blood-alcohol content of 0.14 percent.",Resolution undetermined. NFL suspended three games.,2015,OffSeason,1,31,Saturday
39,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,Jonathan Dwyer,RB,Running Back,O,Domestic violence,Domestic Violence,Suspected of aggravated assault in incident involving woman.,"Pleaded guilty to disorderly conduct, 18 months probation, community service.",2014,InSeason,9,17,Wednesday
53,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,John Abraham,LB,Linebacker,D,DUI,DUI,Accused of drunken driving after an officer found him passed out behind the wheel of his car outside Atlanta.,Resolution undetermined.,2014,OffSeason,6,29,Sunday
150,ATL,Falcons,Atlanta Falcons,Atlanta,NFC,South,John Abraham,DE,Defensive End,D,Obstruction,Other,Accused of obstructing police and firefighters who responded to a call about a woman threatening to jump from a building.,Resolution undetermined.,2012,InSeason,9,24,Monday
643,NYJ,Jets,New York Jets,New York,AFC,East,John Abraham,DE,Defensive End,D,DUI,DUI,"Accused of refusing a sobriety test, drunk driving after crashing Hummer into fire hydrant in Baldwin, N.Y.","Pleaded guilty to reduced charge of driving while impaired, fined $330, benched by team for one game.",2003,InSeason,10,1,Wednesday
90,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,Lequan Jefferson,TE,Tight End,O,DUI,DUI,Police in Arizona stopped him after report of a collision. Blood-alcohol measured at .156.,Resolution undetermined. Released by team within days.,2013,InSeason,11,1,Friday
115,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,Daryl Washington,LB,Linebacker,D,Domestic violence,Domestic Violence,"Accused of assaulting ex-girlfriend, grabbing her by throat and shoving her to the ground.","Pleaded guilty to aggravated assault, one year of supervised probation.",2013,OffSeason,5,3,Friday
278,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,Joey Porter,LB,Linebacker,D,"DUI, assault",Assault / Battery,"Suspected of DUI and charged with assaulting an officer, resisting arrest after trying to help a friend who had been pulled over.",Charges dropped; prosecutor did not believe jury would find Porter guilty beyond a reasonable doubt.,2010,OffSeason,3,27,Saturday
461,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Joey Porter,LB,Linebacker,D,Battery,Assault / Battery,Accused of punching Bengals' offensive lineman Levi Jones at a blackjack table in Las Vegas.,"Pleaded no contest, $1,000 fine.",2007,OffSeason,3,18,Sunday
367,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,J.J. Arrington,RB,Running Back,O,Disorderly conduct,Alcohol / Disorderly,One of five arrested stemming from fight at nightclub in North Carolina.,Resolution undetermined.,2008,OffSeason,6,18,Wednesday
571,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,Leon Joe,LB,Linebacker,D,Gun,Gun,"Accused of carrying loaded pistol after police in Washington, D.C., searched his car while it was in a no-parking zone.",Resolution undetermined.,2005,OffSeason,6,30,Thursday
585,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,Larry Ned,RB,Running Back,O,Theft,Theft / Burglary,Accused of stealing another traveler's computer at an airport security checkpoint.,Released by team immediately.,2005,OffSeason,3,4,Friday
599,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,Joshua Rue,RB,Running Back,O,Domestic violence,Domestic Violence,"Accused of pushing his wife and throwing a coat hanger at her in Tempe, Ariz.",Cut by team within a week.,2004,InSeason,11,17,Wednesday
612,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,Wendell Bryant,DT,Defensive Tackle,D,DUI,DUI,"Pulled over in Madison, Wis., accused of several traffic violations and drunk driving.","Pleaded no contest, $660 in fines and court costs, driver's license suspended for six months, suspended four games.",2004,OffSeason,6,27,Sunday
657,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,Dennis McKinley,FB,Fullback,O,Drugs,Drugs,"Accused of heading a drug-trafficking ring, buying marijuana from Mexico and storing it at a warehouse he rented.","Convicted by jury, sentence of 2.5 years in prison, $180,000 in fines. Cut by team hours after arrest.",2003,OffSeason,6,24,Tuesday
712,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,Yusuf Scott,OG,Offensive Guard,O,Leaving scene.,Other,"Accused of leaving the scene of an accident with injuries on Jan. 7. He allegedly said he was moving his car out of traffic, then left.","Pleaded guilty to driving with an invalid license, probation.",2002,OffSeason,2,21,Thursday
732,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,Ray Thompson,LB,Linebacker,D,DUI,DUI,"Accused of drunken driving after crash in Gilbert, Ariz.",Resolution undetermined. Team fined and deactivated him after missing practice due to accident.,2001,InSeason,10,25,Thursday
791,ARI,Cardinals,Arizona Cardinals,Phoenix,NFC,West,Mario Bates,RB,Running Back,O,Domestic violence,Domestic Violence,"Accused of slapping his girlfriend in the face in Scottsdale, Ariz.","Pleaded guilty, $364 fine, two years of probation.",2000,OffSeason,3,14,Tuesday
926,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Antwaun Woods,DT,Defensive Tackle,D,Drugs,Drugs,"Accused of speeding in Frisco, Texas. Allegedly he was in possession of marijuana, and charged with tampering with evidence.",Resolution Undetermined.,2019,InSeason,12,3,Tuesday
924,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Daniel Ross,DT,Defensive Tackle,D,"Drugs, gun",Drugs,"Arrested in Frisco, Texas for allegedly possessing marijuana and carrying an unlawful firearm.",Resolution Undetermined.,2019,InSeason,11,6,Wednesday
901,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Rico Gathers,TE,Tight End,O,Drugs,Drugs,"Accused  of marijuana possession in Frisco, Texas.",Resolution Undetermined.,2018,OffSeason,8,31,Friday
897,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Marquez White,CB,Cornerback,D,Assault,Assault / Battery,A road rage incident near Dallas where he allegedly committed aggravated assault with a deadly weapon.,Resolution Undetermined.,2018,OffSeason,6,15,Friday
894,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Terrance Williams,WR,Wide Receiver,O,Public Intoxication,DUI,"Police in Frisco, Texas found his Lamborghini abandoned after hitting a pole, he had apparently fled the scene and was arrested for public intoxication while riding an electric bike.",Resolution Undetermined.,2018,OffSeason,5,19,Saturday
862,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Damien Wilson,LB,Linebacker,D,Assault,Assault / Battery,Arrested on two counts of felony aggravated assault with a deadly weapon by Frisco Police. Allegedly he backed a truck into a woman and brandished a firearm at a man.,Pending,2017,OffSeason,7,4,Tuesday
858,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Nolan Carroll,CB,Cornerback,D,DUI,DUI,"Early Monday morning, Dallas Police stopped a vehicle for a traffic violation, Carroll was arrested for DWI.",Undetermined outcome.,2017,OffSeason,5,29,Monday
20,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Joseph Randle,RB,Running Back,O,Drugs,Drugs,"Accused of marijuana possession in Wichita, Kan., after report of domestic disturbance at hotel. No signs of injury, police said.",Dropped by police. NFL suspended four games.,2015,OffSeason,2,4,Wednesday
35,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Joseph Randle,RB,Running Back,O,Theft,Theft / Burglary,"Accused of shoplifting at store in Frisco, Texas, after allegedly being caught in the act on video.","Pleaded guilty to misdemeanor, probation, $706 in costs. Charge could be dismissed if he stays out of trouble.",2014,InSeason,10,13,Monday
138,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Jay Ratliff,DT,Defensive Tackle,D,DUI,DUI,Accused of drunken driving after crashing his Ford pickup truck into an 18-wheeler.,Resolution undetermined.,2013,OffSeason,1,22,Tuesday
143,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Josh Brent,DT,Defensive Tackle,D,DUI,DUI,"Charged with intoxication manslaughter after flipping his car, killing teammate Jerry Brown. Police report blood-alcohol content at .189.","Convicted. Sentenced to 180 days in jail, 10 years probation.",2012,InSeason,12,8,Saturday
157,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Dez Bryant,WR,Wide Receiver,O,Domestic violence,Domestic Violence,Turned himself in after being accused by his mother of hitting her.,"Diversion program, anger management counseling.",2012,OffSeason,7,16,Monday
200,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Kevin Ogletree,WR,Wide Receiver,O,Outstanding warrant,License / Traffic,"Pulled over for speeding in Coppell, Texas. Police found two previous traffic violations unresolved.","Paid $597 bond, car towed.",2011,OffSeason,9,2,Friday
227,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Bryan McCann,CB,Cornerback,D,Public intoxication,Alcohol / Disorderly,"Accused of public intoxication by Dallas police, which he denied.",Resolution undetermined.,2011,OffSeason,3,19,Saturday
284,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Deon Anderson,FB,Fullback,O,Gun,Gun,"Accused of pulling loaded gun a man in dispute in Addison, Texas, also having outstanding traffic warrants.",Resolution undetermined.,2010,OffSeason,2,2,Tuesday
341,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Anthony Spencer,LB,Linebacker,D,"Alcohol, disorderly condu",Alcohol / Disorderly,"Bouncer at Indianapolis nightclub told police Spencer tried to punch him. Accused of public intoxication, disorderly conduct.",Resolution undetermined.,2009,OffSeason,1,10,Saturday
671,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Peppi Zellner,DE,Defensive End,D,Drugs,Drugs,"Accused of cocaine possession, intent to distribute, after police in Georgia said they saw a package thrown from his car.",Charge dropped after his brother took responsibility.,2003,OffSeason,2,14,Friday
673,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Dwayne Goodrich,CB,Cornerback,D,Manslaughter,Other,Accused killing two people in hit-and-run accident while speeding in BMW. The victims had been trying to help pull another driver from a burning car.,"Convicted, sentenced to 7.5 years in prison, released on parole in 2011.",2003,OffSeason,1,14,Tuesday
688,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Deveren Johnson,WR,Wide Receiver,O,Breach of peace,Other,"Accused of pushing past security at airport, saying he was worried about missing early flight in Connecticut.",Resolution undetermined.,2002,InSeason,9,23,Monday
766,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Joey Galloway,WR,Wide Receiver,O,Assault,Assault / Battery,"Accused of assaulting a police officer at a hotel party in Wheeling, W. Va., in May 2000.",Charge dropped.,2000,InSeason,9,21,Thursday
785,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Tony Hutson,OT,Offensive Tackle,O,"Failure to appear, gun",Gun,"Pulled over for speeding in Texas, accused of failing to appear in court for previous incident. Police also found a pistol in his car.",Resolution undetermined.,2000,OffSeason,4,17,Monday
790,DAL,Cowboys,Dallas Cowboys,Dallas,NFC,East,Solomon Page,OT,Offensive Tackle,O,Disorderly conduct,Alcohol / Disorderly,"Accused of throwing punches and obstructing police in brawl in Morgantown, W.Va. Handcuffed and pepper-sprayed about 3 a.m.","Pleaded no contest to reduced charged, $200 fine.",2000,OffSeason,3,23,Thursday
928,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Xavien Howard,CB,Cornerback,D,Domestic Violence,Domestic Violence,"Police in Davie, Fla., say he pushed his fiancee against a wall and that she had visible scratches and redness on her arm.",Resolution Undetermined.,2019,InSeason,12,29,Sunday
925,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Mark Walton,RB,Running Back,O,Domestic Violence,Domestic Violence,"Walton allegedly punched his girlfriend, who is reportedly pregnant, in the head multiple times.",Resolution Undetermined.,2019,InSeason,11,19,Tuesday
833,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Leon Orr,DT,Defensive Tackle,D,Drugs,Drugs,"Pulled over for tinted windows, charged with marijuana possession near Naples, Fla. Deputies also found gun in car.",Resolution undetermined. Team released him next day.,2016,InSeason,11,29,Tuesday
37,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Derrick Shelby,DE,Defensive End,D,Trespassing,Other,Police report in Fort Lauderdale says he was touching females at club without permission and refused to leave when asked.,Resolution undetermined. Team suspended him.,2014,InSeason,10,4,Saturday
146,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Jonathon Amaya,S,Safety,D,Battery,Assault / Battery,Accused of choking cab driver outside club in Miami Beach at 4:30 a.m.,Resolution undetermined.,2012,InSeason,11,26,Monday
153,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Chad Johnson,WR,Wide Receiver,O,Domestic violence,Domestic Violence,Accused of head-butting the wife he married a month earlier.,"Pleaded no contest to misdemeanor domestic violence, probation. Cut by team.",2012,OffSeason,8,11,Saturday
176,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Koa Misi,LB,Linebacker,D,Battery,Assault / Battery,Police said he punched a man in the eye in California in 2011.,"Pleaded no contest to misdemeanor, three years' probation.",2012,OffSeason,3,30,Friday
267,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Phillip Merling,DE,Defensive End,D,Domestic violence,Domestic Violence,"Charged with aggravated battery against his pregnant girlfriend in Weston, Fla.",Charges dropped after girlfriend stopped cooperating with authorities.,2010,OffSeason,5,26,Wednesday
279,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Ronnie Brown,RB,Running Back,O,DUI,DUI,"Pulled over in Atlanta for failing to use a turn signal, then charged with DUI with reported blood-alcohol level at 0.158.",Resolution undetermined.,2010,OffSeason,3,19,Friday
281,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Will Allen,CB,Cornerback,D,DUI,DUI,Charged in Miami Beach after tried to get through police roadblock. Blood alcohol measured at .152 and .167.,Resolution undetermined.,2010,OffSeason,2,20,Saturday
283,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Tony McDaniel,DT,Defensive Tackle,D,Domestic violence,Domestic Violence,"Charged with misdemeanor battery at Davie, Fla., home, after shoving his girlfriend, whose head hit the pavenment.","Pleaded no contest to amended charge of disorderly conduct, six months probation, counseling. NFL suspended him one game.",2010,OffSeason,2,6,Saturday
301,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Will Billingsley,CB,Cornerback,D,Domestic violence,Domestic Violence,"Charged with assault and nonviolently resisting arrest after argument over shoes with his girlfriend, who was found with scratches on her upper arm and neck.",Case dropped after girlfriend said she wouldn't pursue it. Cut by team two months later.,2009,InSeason,10,5,Monday
408,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Matt Roth,DE,Defensive End,D,Alcohol,Alcohol / Disorderly,"Accused of public intoxication, refusing to leave bar in Iowa.","Pleaded guilty, paid $182 fine.",2008,OffSeason,2,1,Friday
433,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Chris Chambers,WR,Wide Receiver,O,DUI,DUI,"Accused of driving while impaired near Charlotte, failing sobriety tests.","Pleaded guilty to speeding as part of plea deal. Blood-alcohol measured at 0.6, below limit.",2007,OffSeason,7,14,Saturday
438,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Fred Evans,DT,Defensive Tackle,D,"Battery, resisting arrres",Assault / Battery,"Police subdued him with a taser, accused him of battery on a police officer after dispute with taxi driver in Miami Beach.","Pleaded no contest to resisting arrest, battery. Fined $1,310. Team released him within week.",2007,OffSeason,6,23,Saturday
469,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Fred Evans,DT,Defensive Tackle,D,Drugs,Drugs,"Accused of marijuana possession in Colorado County, Texas.","Pleaded no contest, $250 fine, one year deferred adjudication.",2007,OffSeason,2,10,Saturday
522,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Keith Traylor,DT,Defensive Tackle,D,"DUI, drugs",DUI,"Pulled over in Oklahoma, accused of drunk driving, possession of a controlled substance and breaking smoke detector at jail.","Sentenced to one year of probation, one year deferred sentence, paid $100 to replace smoke detector.",2006,OffSeason,5,16,Tuesday
539,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Damion McIntosh,OT,Offensive Tackle,O,Domestic violence,Domestic Violence,Accused of pushing his wife at their home and causing her to hit her head.,Charge dropped for lack of evidence.,2006,OffSeason,2,15,Wednesday
569,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Randy McMichael,TE,Tight End,O,"Domestic violence, alcoho",Alcohol / Disorderly,Witnesses said he gave his wife a bloody nose in Georgia. He acknowledged drinking and was accused of battery and criminal trespass.,"Pleaded guilty to criminal trespass, three months of probation, $500 fine.",2005,OffSeason,7,10,Sunday
609,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Randy McMichael,TE,Tight End,O,Domestic violence,Domestic Violence,"In Fort Lauderdale, Fla., he was accused of hitting his wife, who was six months pregnant.",Charge dropped.,2004,OffSeason,6,29,Tuesday
573,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Quintin Williams,S,Safety,D,DUI,DUI,"Pulled over near team practice facilility after being clocked at 111 mph, accused of drunk driving and drag racing.","Pleaded guilty to reckless driving, six months of probation and cut by the team a day later.",2005,OffSeason,6,23,Thursday
652,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Justin Seaverns,LB,Linebacker,D,Harassment,Other,Accused of making harassing phone calls to his former girlfriend in North Carolina.,"Pleaded no contest in September 2003, paid $100 in court costs.",2003,OffSeason,7,18,Friday
693,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Derrick Rodgers,LB,Linebacker,D,Domestic violence,Domestic Violence,Accused of attacking his wife and another man at a Miami restaurant after suspecting they were involved in an affair.,"Pleaded no contest, 26 domestic violence classes, 100 hours of community service, one-game suspension.",2002,OffSeason,7,18,Thursday
702,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Ricky Williams,RB,Running Back,O,License,License / Traffic,"Pulled over in Fort Lauderdale, accused of acting incoherently and driving his Hummer with expired tags, no license or proof of insurance. Handcuffed and ticketed.",Guilty on traffic tickets.,2002,OffSeason,6,18,Tuesday
711,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Ricky Williams,RB,Running Back,O,Reckless driving,License / Traffic,"Pulled over, arrested and accused of driving 126 mph on Interstate 10 in Louisiana.","Pleaded to a reduced charge of speeding, $500 fine.",2002,OffSeason,2,24,Sunday
793,NO,Saints,New Orleans Saints,New Orleans,NFC,South,Ricky Williams,RB,Running Back,O,Failure to appear,License / Traffic,"Pulled over in Austin, Texas, accused of improperly signaling lane change, failure to appear in court for previous traffic incidents.","Guilty, pleaded $429 in fines.",2000,OffSeason,2,21,Monday
745,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Ben Kelly,CB,Cornerback,D,DUI,DUI,"Accused of bumping into a parked police car, drunk driving and refusing breath test in Miami.",Acquitted by jury.,2001,OffSeason,7,4,Wednesday
777,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Patrick Surtain,CB,Cornerback,D,DUI,DUI,"Pulled over in Miami for speeding, accused of drunk driving, refusing breath test.","Pleaded no contest to reckless driving, 50 hours of community service, $25,000 donation to MADD.",2000,OffSeason,7,18,Tuesday
